id;Texto;Etiqueta
1139;"Que él nos explicara los conceptos básicos de la programación orientada a objetos fue extremadamente útil, ya que tenemos cero o casi cero conocimiento sobre el tema y él es muy bueno explicándolos. Creo que debieran darle más tiempo para continuar su clase para que podamos terminar su lección. En general, fue genial tener una clase con él.";"Claridad y comprensibilidad de las explicaciones; Desorganización"
1141;"La charla de invitado del señor Bob fue una de las mejores, más organizadas que he tenido. Los conceptos estuvieron claros ya que utilizó ejemplos. Como soy principiante en Programación Orientada a Objetos, fue una buena oportunidad para entender los conceptos. Fue genial tener la charla al inicio del semestre. Espero que siga brindando su servicio a nuestras generaciones más jóvenes también.";"Claridad y comprensibilidad de las explicaciones; Estructura del curso"
1142;"La clase fue bastante buena. Aunque el área cubierta fue pequeña, se describió bien.";"Claridad y comprensibilidad de las explicaciones; Estructura del curso"
1143;"Fue una de las mejores clases que tuvimos durante nuestras primeras 2 semanas. La forma en que explica los conceptos de POO con ejemplos es realmente genial. Lo que notamos es que tiene ejemplos preparados que van en paralelo con el aprendizaje. Por favor, déjenos familiarizarnos con escenarios del mundo real lo más frecuentemente posible.";"Claridad y comprensibilidad de las explicaciones; Estructura del curso"
1144;La clase fue realmente buena y él lo explicó de manera sencilla. Entendí muy bien su clase.;Claridad y comprensibilidad de las explicaciones
1145;"Como no sé nada sobre programación orientada a objetos, es realmente útil para mí.";Estructura del curso
1146;"Fue genial. Conocí a mucha gente relacionada con este campo y leí algunos artículos publicados por ellos, una experiencia nueva para mí, cosas que nunca me imaginé... Super...";Estructura del curso
1147;La clase fue realmente interesante. Nos motivó a hacer lecturas extra además de cubrir el trabajo obligatorio diario. Nos dio una idea general de cómo y dónde se aplican algunos de los conceptos que aprendimos.;"Aplicación del conocimiento; Estructura del curso; Materiales interactivos"
1148;Estamos agradecidos con el señor Bob por dictar la conferencia como invitado sobre programación orientada a objetos. La conferencia fue fácil de entender gracias a los numerosos ejemplos que se proporcionaron. Nos ayudó a aclarar ciertas dudas que teníamos sobre el tema.;"Claridad y comprensibilidad de las explicaciones; Estructura del curso; Relación cercana"
1149;"Fue realmente una clase increíble, Sr. Bob. Entendí mucho sobre abstracción en esa conferencia. Explicó ese concepto de manera sencilla, pero con todos los datos necesarios para que nuestra mente pueda crear una imagen de la abstracción. La explicación del evento también fue buena. Muchas gracias.";"Claridad y comprensibilidad de las explicaciones; Estructura del curso"
1150;La clase magistral fue muy interesante e informativa.;Estructura del curso
1151;"La sesión fue bastante informativa e inspiradora. Nos ayudó mucho a entender los principios de POO y UML, así como los diagramas de estado. Gracias por la valiosa información que nos compartió.";"Claridad de los materiales de clase; Claridad y comprensibilidad de las explicaciones; Entusiasmo del profesor sobre el curso; Estructura del curso"
1152;"Fue una buena clase, aprendimos más sobre el concepto de programación orientada a objetos y aclaramos algunas dudas sobre los temas tratados. Hubiera sido mejor si hubieras tenido el tiempo de explicar la última parte de la clase de manera más detallada. Gracias señor por tu valioso tiempo y el esfuerzo que contribuyes para mejorar nuestros conocimientos sobre el arte de la programación.";"Andamiaje inadecuado o insuficiente; Claridad y comprensibilidad de las explicaciones; Desorganización; Entusiasmo del profesor sobre el curso; Estructura del curso; Relación cercana"
1153;"En realidad, fue una sesión excelente. Aprendimos mucho de tu charla, especialmente sobre los aspectos del lado industrial. Será realmente útil para nosotros en un futuro cercano. Gracias, señor.";"Aplicación del conocimiento; Claridad y comprensibilidad de las explicaciones; Estructura del curso"
1154;La clase del señor Bob fue muy informativa e interesante. Él explicó las teorías utilizando ejemplos del mundo real muy adecuados. Estamos contentos de tener otra clase con el señor Ishan.;"Claridad y comprensibilidad de las explicaciones; Ejemplificación contextualizada; Estructura del curso"
1156;"Buena clase. Me formé una buena idea sobre estados, abstracción y polimorfismo. Muchas gracias por las referencias que nos dio, profesor. Son muy útiles. Gracias.";"Claridad de los materiales de clase; Claridad y comprensibilidad de las explicaciones"
1157;"""Su conferencia breve pero recursoso y puntual fue muy útil para obtener una idea ``fuera de lo común'' sobre lo que habíamos estado estudiando durante las últimas semanas. Estoy seguro de que el Análisis de Sustantivos/Verbos, la Modelación CRC, los Principios de Programación Orientada a Objetos-SOLID, que nos enseñó ese día, nos facilitarán la vida al desarrollar un nuevo programa. Pero como estamos aprendiendo conceptos de POO con JAVA, hubiera sido más efectivo si hubiera explicado el Polimorfismo desde JAVA en lugar de C++. Muchas gracias señor por dedicar su valioso tiempo a nosotros.""";"Estimulación del interés de los estudiantes; Estructura del curso; Relación cercana"
1158;"Fue muy útil, entendí más a fondo los conceptos básicos de la programación orientada a objetos de manera clara. Nos dio ejemplos interesantes para esos conceptos que fueron inolvidables. También nos enseñó muy bien y de manera interesante sobre diagramas como el diagrama de estado, el diagrama de clases, etc. Otra cosa interesante en las clases es que compartió sus experiencias sobre sus estudios y su experiencia como docente, y además nos proporcionó muchos recursos en línea y libros para consultar. Gracias señor por sus grandes clases, P.D. - espero sus clases en el futuro.";"Claridad de los materiales de clase; Claridad y comprensibilidad de las explicaciones; Ejemplificación contextualizada; Estructura del curso; Materiales interactivos"
1159;La clase fue realmente buena. Él fue muy interactivo. Espero volver a saber de él.;"Estructura del curso; Sensibilidad del profesor al nivel y progreso de la clase"
1160;"Señor, fue una clase muy útil. Quería saber cómo un ingeniero de software en el campo enfrenta los conceptos que aprendimos hoy. Así que obtuve lo que quería y fue lo mejor. Y las cosas que explicó con ejemplos muy claros hicieron que los hechos se quedaran grabados en nuestro cerebro. Gracias Señor.";"Claridad y comprensibilidad de las explicaciones; Estructura del curso"
1162;"""Muchas gracias señor por la excelente charla que nos dio. Sus ejemplos son brillantes. Gracias por compartir sus experiencias con nosotros. Nos dijo muy buenas formas de estudiar. Y nos mostró que debemos buscar y aprender más sobre las tendencias de software modernas que siempre cambian. Muchas gracias señor de nuevo.""";"Ejemplificación contextualizada; Estimulación del interés de los estudiantes; Estructura del curso"
1163;"Fue una clase muy útil para conocer el uso real de lo que hemos aprendido hasta ahora. Nos dio una buena oportunidad para mejorar nuestros diseños de software gracias al conocimiento que obtuvimos sobre aspectos de la vida real y su uso adecuado, en lugar de solo aplicar lo que aprendimos en clase. Aprecio la sesión y espero que haya más en el futuro para que podamos mejorar con el tiempo.";"Aplicación del conocimiento; Estructura del curso"
1164;"Estimado señor Bob; primero que nada me gustaría agradecerle por dedicar su valioso tiempo para darnos una conferencia tan valiosa. La conferencia estuvo totalmente organizada y bien estructurada. Los ejemplos fueron muy familiares para nosotros. Y nos encantó compartir sus experiencias tan valiosas. No fue solo una conferencia, nos dio muchas otras ideas valiosas también. Muchas gracias de nuevo.";"Aplicación del conocimiento; Ejemplificación contextualizada; Estructura del curso"
1165;Fue un programa más exitoso de lo que pensaba y aprendí muchas cosas nuevas.;Estructura del curso
1166;"Fue una gran conferencia que abordó todos los aspectos básicos de la POO. Especialmente, lo que habló sobre diagramas UML me generó un gran interés por estudiar más sobre ello. Encontré los libros que usted pidió y creo que su contenido es muy importante. Muchas gracias, señor, por proporcionar dichas referencias. Y, por último, pero no menos importante, tener una conferencia con usted, una figura destacada en la industria del software, aprendí muchas características ejemplares de usted y usted dio la conferencia de manera muy abierta. Muchas gracias, señor.";"Claridad de los materiales de clase; Estimulación del interés de los estudiantes; Estructura del curso"
1167;"""Muchas gracias señor por dedicar su valioso tiempo para nosotros. Fue realmente una gran clase. Nos dio una buena idea de qué es un estado y los diagramas de transición de estado. También nos recordó algunos principios de orientación a objetos y nos los explicó para renovar nuestra memoria. Además, las referencias que nos dio son muy importantes. Nuevamente, muchás gracias señor por dictar una clase tan buena y espero que nunca deje de hacerlo.""";"Activación de conocimiento previo; Claridad y comprensibilidad de las explicaciones"
1168;"""Gran clase, señor, material realmente bueno y sobre todo más informativo que cualquier otra conferencia que hemos tenido. Gracias por las referencias también. Los diagramas de estado nos serán útiles pronto. Nuevamente, gracias por su amable preocupación por nosotros a pesar de su apretada agenda de trabajo.""";"Claridad de los materiales de clase; Claridad y comprensibilidad de las explicaciones; Estimulación del interés de los estudiantes; Relación cercana"
1169;"Es muy útil, especialmente la explicación del resumen y el polimorfismo es muy buena.";Claridad y comprensibilidad de las explicaciones
1170;"Fue realmente útil encontrar la relevancia de la POO en el desarrollo de software. Aunque ya había estudiado los teoremas y definiciones de la POO en cierta medida, aún así me resultaba un poco difícil aplicarlos cuando llegaba la fase de diseño. Así que me ayudó mucho a mejorar el patrón de pensamiento de la POO.";"Claridad y comprensibilidad de las explicaciones; Estimulación del interés de los estudiantes; Proveer desafíos intelectuales"
